Word,Pronunciation,Syllables,Frequency
SANDNER,"['S AE N', 'D N ER']",['SANDNER'],16216
SANDOR,"['S AE N', 'D ER']","['SAN', 'DOR']",216324
SANDOZ,"['S AE N', 'D OW Z']","['SAN', 'DOZ']",154064
SANDPAPER,"['S AE N', 'D P EY', 'P ER']","['SANDPA', 'PER']",327174
SANDPOINT,"['S AE N', 'D P OY N T']",['SANDPOINT'],261930
SANDQUIST,"['S AE N', 'D K W IH S T']",['SANDQUIST'],30758
SANDRA,"['S AE N', 'D R AH']","['SAN', 'DRA']",7188116
SANDRIDGE,"['S AE N', 'D R IH JH']","['SAN', 'DRID', 'GE']",52618
SANDRO,"['S AE N', 'D R OW']","['SAN', 'DRO']",417176
SANDROCK,"['S AE N', 'D R AA K']","['SAN', 'DROCK']",25434
SANDS,['S AE N D Z'],['SANDS'],4428127
SANDSTONE,"['S AE N D S', 'T OW N']",['SANDSTONE'],1493641
SANDSTORM,"['S AE N D S', 'T AO R M']",['SANDSTORM'],326232
SANDSTORMS,"['S AE N D S', 'T AO R M Z']",['SANDSTORMS'],44104
SANDSTROM,"['S AE N D S', 'T R AH M']",['SANDSTROM'],72253
SANDT,['S AE N T'],['SANDT'],20060
SANDUSKY,"['S AE N', 'D AH S', 'K IY']","['SAN', 'DUS', 'KY']",674639
SANDVIG,"['S AE N', 'D V IH G']",['SANDVIG'],23214
SANDVIK,"['S AE N', 'D V IH K']",['SANDVIK'],149269
SANDWICH,"['S AE N', 'D W IH CH']",['SANDWICH'],6382356
SANDWICHED,"['S AE N', 'D W IH CH T']","['SANDWI', 'CHED']",308169
SANDWICHES,"['S AE N', 'D W IH', 'CH IH Z']","['SANDWI', 'CHES']",2892868
SANDWICK,"['S AE N', 'D W IH K']",['SANDWICK'],20392
SANDY,"['S AE N', 'D IY']","['SAN', 'DY']",9897487
SANE,['S EY N'],['SANE'],1938953
SANER,"['S EY', 'N ER']","['SA', 'NER']",84491
SANFILIPPO,"['S AE N', 'F IH', 'L IH', 'P OW']","['SAN', 'FI', 'LI', 'PPO']",65564
SANG,['S AE NG'],['SANG'],3669266
SANGER,"['S AE', 'NG ER']","['SA', 'NGER']",861440
SANGIOVESE,"['S AE N', 'JH IY', 'OW', 'V IY S']","['SA', 'NGIO', 'VESE']",157546
SANGSTER,"['S AE NG S', 'T ER']",['SANGSTER'],95409
SANGUINE,"['S AE NG', 'G W IH N']","['SANG', 'UI', 'NE']",253296
SANGUINETTI,"['S AA', 'NG IY', 'N EH', 'T IY']","['SA', 'NGUI', 'NE', 'TTI']",59112
SANGYO,"['S AE N', 'JH Y OW']","['SA', 'NGYO']",61856
SANHEDRIN,"['S AE N', 'HH IY', 'D R IH N']","['SAN', 'HE', 'DRIN']",129052
SANITARY,"['S AE', 'N IH', 'T EH R', 'IY']","['SA', 'NI', 'TAR', 'Y']",3137434
SANITATION,"['S AE', 'N AH', 'T EY', 'SH AH N']","['SA', 'NI', 'TA', 'TION']",3230169
SANITIZE,"['S AE', 'N IH', 'T AY Z']","['SA', 'NI', 'TIZE']",149588
SANJIV,"['S AA N', 'JH IY V']","['SAN', 'JIV']",54496
SANK,['S AE NG K'],['SANK'],1027160
SANKEI,"['S AE NG', 'K IY']","['SAN', 'KEI']",21874
SANNA,"['S AE', 'N AH']","['SA', 'NNA']",91257
SANNER,"['S AE', 'N ER']","['SA', 'NNER']",26096
SANNES,['S AE N Z'],"['SA', 'NNES']",14159
SANS,['S AE N Z'],['SANS'],6439653
SANSBURY,"['S AE N S', 'B EH R', 'IY']","['SANS', 'BUR', 'Y']",16913
SANSKRIT,"['S AE N S', 'K R IH T']",['SANSKRIT'],1109184
SANSO,"['S AE N', 'S OW']","['SA', 'NSO']",18754
SANSOM,"['S AE N', 'S AH M']","['SA', 'NSOM']",161719
SANSON,"['S AE N', 'S AH N']","['SA', 'NSON']",78932
SANSONE,"['S AE N', 'S AH N']","['SA', 'NSONE']",197707
SANSUI,"['S AE N', 'S UW', 'IY']","['SA', 'NSUI']",236460
SANT,['S AE N T'],['SANT'],1083874
SANTANGELO,"['S AA N', 'T AA NG', 'G EH', 'L OW']","['SAN', 'TANG', 'E', 'LO']",70809
SANTARELLI,"['S AA N', 'T AA R', 'EH', 'L IY']","['SAN', 'TARE', 'LLI']",20414
SANTAS,"['S AE N', 'T AH S']","['SAN', 'TAS']",358929
SANTAYANA,"['S AE N', 'T AY', 'AA', 'N AH']","['SAN', 'TAY', 'A', 'NA']",72163
SANTELLA,"['S AA N', 'T EH', 'L AH']","['SAN', 'TE', 'LLA']",26615
SANTELLI,"['S AA N', 'T EH', 'L IY']","['SAN', 'TE', 'LLI']",19242
SANTERRE,"['S AE N', 'T EH R']","['SAN', 'TER', 'RE']",29235
SANTILLAN,"['S AE N', 'T IH', 'L AH N']","['SAN', 'TI', 'LLAN']",27049
SANTILLI,"['S AA N', 'T IY', 'L IY']","['SAN', 'TI', 'LLI']",33918
SANTOS,"['S AE N', 'T OW S']","['SAN', 'TOS']",2209111
SANTUCCI,"['S AA N', 'T UW', 'CH IY']","['SAN', 'TU', 'CCI']",52904
SANYO,"['S AA', 'N Y OW']","['SA', 'NYO']",5265648
SANZ,['S AE N Z'],['SANZ'],317883
SANZO,"['S AE N', 'Z OW']","['SAN', 'ZO']",33872
SAO,['S AW'],['SAO'],6318816
SAP,['S AE P'],['SAP'],7694814
SAPERSTEIN,"['S EY', 'P ER S', 'T AY N']","['SA', 'PERS', 'TEIN']",39515
SAPIEN,"['S AE', 'P IY N']","['SA', 'PIEN']",115291
SAPIENS,"['S EY', 'P IY', 'AH N Z']","['SA', 'PIENS']",2852012
SAPIENZA,"['S AA', 'P IY N', 'Z AH']","['SA', 'PIEN', 'ZA']",196713
SAPLING,"['S AE', 'P L IH NG']","['SA', 'PLING']",174341
SAPLINGS,"['S AE', 'P L IH NG Z']","['SA', 'PLINGS']",162763
SAPONE,"['S AA', 'P OW', 'N IY']","['SA', 'PONE']",14177
SAPONIFICATION,"['S AH', 'P AA', 'N AH', 'F AH', 'K EY', 'SH AH N']","['SA', 'PO', 'NI', 'FI', 'CA', 'TION']",27123
SAPORITO,"['S AA', 'P AO R', 'IY', 'T OW']","['SA', 'POR', 'I', 'TO']",13819
SAPP,['S AE P'],['SAPP'],316674
SAPPED,['S AE P T'],"['SA', 'PPED']",62128
SAPPER,"['S AE', 'P ER']","['SA', 'PPER']",82125
SAPPHIRE,"['S AE', 'F AY', 'ER']","['SA', 'PPHIRE']",5772561
SAPPING,"['S AE', 'P IH NG']","['SA', 'PPING']",64554
SAPPINGTON,"['S AE', 'P IH NG', 'T AH N']","['SA', 'PPING', 'TON']",51612
SAPPORO,"['S AH', 'P AO R', 'OW']","['SA', 'PPOR', 'O']",697020
SAPS,['S AE P S'],['SAPS'],293343
SAR,['S AA R'],['SAR'],3014777
SARABIA,"['S ER', 'EY', 'B IY', 'AH']","['SAR', 'A', 'BIA']",26620
SARACCO,"['S AA R', 'AA', 'K OW']","['SAR', 'A', 'CCO']",30250
SARACENI,"['S AA R', 'AA', 'CH EH', 'N IY']","['SAR', 'A', 'CE', 'NI']",18497
SARACENO,"['S AA R', 'AA', 'CH EH', 'N OW']","['SAR', 'A', 'CE', 'NO']",32769
SARACENS,"['S EH R', 'AH', 'S AH N Z']","['SAR', 'A', 'CENS']",199820
SARAFIAN,"['S ER', 'EY', 'F IY', 'AH N']","['SAR', 'A', 'FIAN']",23111
SARAWAK,"['S EH R', 'AH', 'W AA K']","['SAR', 'A', 'WAK']",526790
SARAZIN,"['S AA R', 'AA', 'Z IY N']","['SAR', 'A', 'ZIN']",19910
SARBANES,"['S AA R', 'B EY N Z']","['SAR', 'BA', 'NES']",2068580
SARCASM,"['S AA R', 'K AE', 'Z AH M']","['SAR', 'CA', 'SM']",855288
SARCASTICALLY,"['S AA R', 'K AE S', 'T IH', 'K L IY']","['SAR', 'CAS', 'TI', 'CA', 'LLY']",159862
SARCOPHAGUS,"['S AA R', 'K AA', 'F AH', 'G AH S']","['SAR', 'CO', 'PHA', 'GUS']",131596
SARDINIA,"['S AA R', 'D IY', 'N IY', 'AH']","['SAR', 'DI', 'NIA']",893307
SARDONICALLY,"['S AA R', 'D AA', 'N IH', 'K AH', 'L IY']","['SAR', 'DO', 'NI', 'CA', 'LLY']",28033
SARE,['S EH R'],['SARE'],112032
SARGASSO,"['S AA R', 'G AE', 'S OW']","['SAR', 'GA', 'SSO']",102003
SARGE,['S AA R JH'],"['SA', 'RGE']",1013607
SARGEANT,"['S AA R', 'JH AH N T']","['SAR', 'GEANT']",176205
SARGIS,"['S AA R', 'G IH S']","['SAR', 'GIS']",15716
SARI,"['S AA R', 'IY']","['SAR', 'I']",692213
SARIN,"['S AA R', 'IH N']","['SAR', 'IN']",270347
SARIS,"['S AA R', 'IY Z']","['SAR', 'IS']",187170
SARK,['S AA R K'],['SARK'],291856
SARKAR,"['S AA R', 'K AA R']","['SAR', 'KAR']",334307
SARKISSIAN,"['S AA R', 'K IH', 'S ZH IH N']","['SAR', 'KI', 'SSIAN']",27461
SARNOFF,"['S AA R', 'N AO F']","['SAR', 'NOFF']",94242
SAROFIM,"['S EH R', 'AH', 'F IY M']","['SAR', 'O', 'FIM']",30822
SARONGS,"['S ER', 'AO NG Z']","['SAR', 'ONGS']",151364
SARRA,"['S AA R', 'AA']","['SAR', 'RA']",27685
SARRATT,"['S ER', 'AE T']","['SAR', 'RATT']",18206
SARRAZIN,"['S AA R', 'AH', 'Z IH N']","['SAR', 'RA', 'ZIN']",40180
SARRIS,"['S AE R', 'IH S']","['SAR', 'RIS']",45577
SARS,['S AA R Z'],['SARS'],2536062
SARTAIN,"['S AA R', 'T EY N']","['SAR', 'TAIN']",50692
SARTORI,"['S AA R', 'T AO R', 'IY']","['SAR', 'TOR', 'I']",85843
SARTORIUS,"['S AA R', 'T AO R', 'IY', 'IH S']","['SAR', 'TOR', 'IUS']",137732
SARTWELL,"['S AA R', 'T W EH L']","['SAR', 'TWELL']",19252
SAS,['S AE S'],['SAS'],6048241
SASH,['S AE SH'],['SASH'],907517
SASHES,"['S AE', 'SH IH Z']","['SA', 'SHES']",140135
SASS,['S AE S'],['SASS'],525529
SASSAFRAS,"['S AE', 'S AH', 'F R AE S']","['SA', 'SSA', 'FRAS']",256493
SASSAMAN,"['S AE', 'S AH', 'M AH N']","['SA', 'SSA', 'MAN']",35371
SASSE,['S AE S'],"['SA', 'SSE']",65391
SASSER,"['S AE', 'S ER']","['SA', 'SSER']",294921
SASSI,"['S AE', 'S IY']","['SA', 'SSI']",71476
SASSO,"['S AE', 'S OW']","['SA', 'SSO']",125058
SASSON,"['S AE', 'S AH N']","['SA', 'SSON']",89018
SASSONE,"['S AA', 'S OW', 'N IY']","['SA', 'SSONE']",52340
SASSOON,"['S AH', 'S UW N']","['SA', 'SSOON']",582435
SASSOU,"['S AE', 'S UW']","['SA', 'SSOU']",24203
SASSY,"['S AE', 'S IY']","['SA', 'SSY']",1657970
SAT,['S AE T'],['SAT'],70639358
SATANISM,"['S EY', 'T AH', 'N IH', 'Z AH M']","['SA', 'TA', 'NI', 'SM']",226753
SATE,['S EY T'],['SATE'],241366
SATELLITE,"['S AE', 'T AH', 'L AY T']","['SATE', 'LLITE']",42379243
SATELLITES,"['S AE', 'T AH', 'L AY T S']","['SATE', 'LLI', 'TES']",3208972
SATES,['S EY T S'],"['SA', 'TES']",78143
SATHER,"['S AE', 'DH ER']","['SA', 'THER']",140427
SATIRICAL,"['S AH', 'T IH R', 'AH', 'K AH L']","['SA', 'TIR', 'I', 'CAL']",526088
SATIRISTS,"['S AE', 'T ER', 'AH S T S']","['SA', 'TIR', 'ISTS']",27609
SATIRIZE,"['S AE', 'T ER', 'AY Z']","['SA', 'TIR', 'IZE']",23576
SATIRIZES,"['S AE', 'T ER', 'AY', 'Z IH Z']","['SA', 'TIR', 'I', 'ZES']",23698
SATIRIZING,"['S AE', 'T ER', 'AY', 'Z IH NG']","['SA', 'TIR', 'I', 'ZING']",25796
SATISFACTION,"['S AE', 'T AH', 'S F AE', 'K SH AH N']","['SA', 'TIS', 'FAC', 'TION']",19684544
SATISFACTIONS,"['S AE', 'T AH', 'S F AE', 'K SH AH N Z']","['SA', 'TIS', 'FAC', 'TIONS']",81980
SATISFACTORILY,"['S AE', 'T IH', 'S F AE', 'K T R AH', 'L IY']","['SA', 'TIS', 'FAC', 'TO', 'RI', 'LY']",1135339
SATISFACTORY,"['S AE', 'T AH', 'S F AE', 'K T R IY']","['SA', 'TIS', 'FAC', 'TO', 'RY']",6785226
SATISFIED,"['S AE', 'T AH', 'S F AY D']","['SA', 'TIS', 'FIED']",14589394
SATISFIES,"['S AE', 'T IH', 'S F AY Z']","['SA', 'TIS', 'FIES']",2712485
SATISFY,"['S AE', 'T AH', 'S F AY']","['SA', 'TIS', 'FY']",9029773
SATISFYING,"['S AE', 'T IH', 'S F AY', 'IH NG']","['SA', 'TIS', 'FYING']",4026472
SATOH,"['S AA', 'T OW']","['SA', 'TOH']",133338
SATRIANI,"['S AE', 'T R IY', 'AA', 'N IY']","['SA', 'TRIA', 'NI']",253428
SATTER,"['S AE', 'T ER']","['SA', 'TTER']",30721
SATTERFIELD,"['S AE', 'T ER', 'F IY L D']","['SA', 'TTER', 'FIELD']",120283
SATTERLEE,"['S AE', 'T ER', 'L IY']","['SA', 'TTER', 'LEE']",29285
SATTERWHITE,"['S AE', 'T ER', 'W AY T']","['SA', 'TTER', 'WHITE']",47963
SATTLER,"['S AE', 'T L ER']","['SATT', 'LER']",143953
SATURATION,"['S AE', 'CH ER', 'EY', 'SH AH N']","['SA', 'TUR', 'A', 'TION']",2162437
SATURDAY,"['S AE', 'T ER', 'D IY']","['SA', 'TUR', 'DAY']",68687814
SATURDAYS,"['S AE', 'T ER', 'D IY Z']","['SA', 'TUR', 'DAYS']",2275210
SATYA,"['S AA', 'T Y AH']","['SA', 'TYA']",272510
SATZ,['S AE T S'],['SATZ'],92479
SAUBER,"['S AO', 'B ER']","['SAU', 'BER']",265114
SAUCE,['S AO S'],"['SAU', 'CE']",10968629
SAUCEDA,"['S AW', 'S EY', 'D AH']","['SAU', 'CE', 'DA']",12987
SAUCEDO,"['S AW', 'S EY', 'D OW']","['SAU', 'CE', 'DO']",47588
SAUCEPAN,"['S AO S', 'P AE N']","['SAU', 'CE', 'PAN']",923948
SAUCER,"['S AO', 'S ER']","['SAU', 'CER']",1390639
SAUCERS,"['S AO', 'S ER Z']","['SAU', 'CERS']",538238
SAUCES,"['S AO', 'S AH Z']","['SAU', 'CES']",2279536
SAUCIER,"['S AO', 'S IY', 'ER']","['SAU', 'CIER']",150326
SAUCONY,"['S AO', 'K AH', 'N IY']","['SAU', 'CO', 'NY']",471779
SAUCY,"['S AO', 'S IY']","['SAU', 'CY']",474568
SAUD,['S AO D'],['SAUD'],252417
SAUDER,"['S AO', 'D ER']","['SAU', 'DER']",356632
SAUDI,"['S AO', 'D IY']","['SAU', 'DI']",13123149
SAUDIA,"['S AO', 'D IY', 'AH']","['SAU', 'DIA']",71338
SAUDIS,"['S AO', 'D IY Z']","['SAU', 'DIS']",557504
SAUER,"['S AW', 'ER']",['SAUER'],576657
SAUERS,"['S AW', 'ER Z']",['SAUERS'],32136
SAUGERTIES,"['S AO', 'G ER', 'T IY Z']","['SAU', 'GER', 'TIES']",147483
SAUK,['S AO K'],['SAUK'],519050
SAUL,['S AO L'],['SAUL'],1948718
SAULS,['S AO L Z'],['SAULS'],53407
SAULSBURY,"['S AO L S', 'B EH R', 'IY']","['SAULS', 'BUR', 'Y']",28252
SAULT,['S AO L T'],['SAULT'],901099
SAUM,['S AO M'],['SAUM'],24370
SAUNA,"['S AO', 'N AH']","['SAU', 'NA']",4202256
SAUNAS,"['S AO', 'N AH Z']","['SAU', 'NAS']",934002
SAUNDERS,"['S AO N', 'D ER Z']","['SAUN', 'DERS']",2802643
SAUNDERSON,"['S AO N', 'D ER', 'S AH N']","['SAUN', 'DER', 'SON']",48246
SAUNDRA,"['S AO N', 'D R AH']","['SAUN', 'DRA']",106074
SAUNIER,"['S AO', 'N IY', 'ER']","['SAU', 'NIER']",63586
SAUNTER,"['S AO N', 'T ER']","['SAUN', 'TER']",60109
SAUR,['S AO R'],['SAUR'],80356
SAURER,"['S AW', 'ER R']","['SAU', 'RER']",22866
SAURO,"['S AO R', 'OW']","['SAUR', 'O']",27635
SAUSAGE,"['S AO', 'S AH JH']","['SAU', 'SAGE']",2910814
SAUSAGES,"['S AO', 'S IH', 'JH IH Z']","['SAU', 'SA', 'GES']",688797
SAUSALITO,"['S AO', 'S AH', 'L IY', 'T OW']","['SAU', 'SA', 'LI', 'TO']",567574
SAUSE,['S AO Z'],"['SAU', 'SE']",27023
SAUSER,"['S AW', 'S ER']","['SAU', 'SER']",14702
SAUTE,"['S AO', 'T EY']","['SAU', 'TE']",546457
SAUTEED,"['S AO', 'T EY D']","['SAU', 'TEED']",302310
SAUTER,"['S AO', 'T EY', 'ER']","['SAU', 'TER']",244748
SAUTERNES,"['S OW', 'T ER N Z']","['SAU', 'TE', 'RNES']",95292
SAUTTER,"['S AO', 'T ER']","['SAU', 'TTER']",20684
SAUVAGE,"['S AO', 'V IH JH']","['SAU', 'VAGE']",283222
SAUVAGEAU,"['S OW', 'V AH', 'ZH OW']","['SAU', 'VA', 'GEAU']",28360
SAUVE,['S AO V'],"['SAU', 'VE']",73874
SAUVIGNON,"['S AO', 'V IH', 'N Y AA N']","['SAU', 'VIG', 'NON']",1826243
SAVA,"['S AA', 'V AH']","['SA', 'VA']",175860
SAVAGE,"['S AE', 'V AH JH']","['SA', 'VAGE']",5205858
SAVAGED,"['S AE', 'V IH JH D']","['SA', 'VA', 'GED']",71028
SAVAGELY,"['S AE', 'V IH', 'JH L IY']","['SA', 'VA', 'GE', 'LY']",159699
SAVAGERY,"['S AE', 'V IH', 'JH EH R', 'IY']","['SA', 'VA', 'GER', 'Y']",210725
SAVAGES,"['S AE', 'V AH', 'JH AH Z']","['SA', 'VA', 'GES']",480392
SAVAGING,"['S AE', 'V IH', 'JH IH NG']","['SA', 'VA', 'GING']",19686
SAVALAS,"['S AH', 'V AA', 'L AH S']","['SA', 'VA', 'LAS']",65978
SAVANNA,"['S AH', 'V AE', 'N AH']","['SA', 'VA', 'NNA']",1859935
SAVANNAH,"['S AH', 'V AE', 'N AH']","['SA', 'VA', 'NNAH']",6569355
SAVANNAS,"['S AH', 'V AE', 'N AH Z']","['SA', 'VA', 'NNAS']",119502
SAVANT,"['S AH', 'V AA N T']","['SA', 'VANT']",486069
SAVANTS,"['S AE', 'V AH N T S']","['SA', 'VANTS']",60480
SAVARD,"['S AE', 'V ER D']","['SA', 'VARD']",113311
SAVARESE,"['S AA', 'V AA R', 'EY', 'Z IY']","['SA', 'VAR', 'ESE']",38396
SAVARY,"['S AE', 'V EH R', 'IY']","['SA', 'VAR', 'Y']",37575
SAVAS,"['S AA', 'V AA Z']","['SA', 'VAS']",87793
SAVE,['S EY V'],['SAVE'],186091095
SAVED,['S EY V D'],"['SA', 'VED']",19635976
SAVELL,"['S AA', 'V EY L']","['SA', 'VELL']",17666
SAVERY,"['S EY', 'V ER', 'IY']","['SA', 'VER', 'Y']",59399
SAVES,['S EY V Z'],"['SA', 'VES']",6892635
SAVIDGE,"['S AE', 'V IH JH']","['SA', 'VID', 'GE']",58895
SAVIER,"['S EY', 'V Y ER']","['SA', 'VIER']",16475
SAVILL,"['S AA', 'V IY L']","['SA', 'VILL']",75094
SAVILLE,"['S AA', 'V IH L']","['SA', 'VI', 'LLE']",370452
SAVING,"['S EY', 'V IH NG']","['SA', 'VING']",21120835
SAVINGS,"['S EY', 'V IH NG Z']","['SA', 'VINGS']",32817684
SAVIO,"['S AA', 'V IY', 'OW']","['SA', 'VIO']",94045
SAVION,"['S AE', 'V IY', 'AO N']","['SA', 'VION']",34094
SAVIOR,"['S EY', 'V Y ER']","['SA', 'VIOR']",1699881
SAVIORS,"['S EY', 'V Y ER Z']","['SA', 'VIORS']",123112
SAVITCH,"['S AE', 'V IH CH']","['SA', 'VITCH']",28353
SAVITSKY,"['S AH', 'V IH T S', 'K IY']","['SA', 'VITS', 'KY']",20078
SAVITZ,"['S AE', 'V IH T S']","['SA', 'VITZ']",27404
SAVOIA,"['S AA', 'V OW', 'Y AH']","['SA', 'VOIA']",75219
SAVOIE,"['S AA', 'V W AA']","['SA', 'VOIE']",453442
SAVOR,"['S EY', 'V ER']","['SA', 'VOR']",506115
SAVORS,"['S EY', 'V ER Z']","['SA', 'VORS']",30987
SAVORY,"['S EY', 'V ER', 'IY']","['SA', 'VOR', 'Y']",999249
SAVOY,"['S AH', 'V OY']","['SA', 'VOY']",1246516
SAVVIEST,"['S AE', 'V IY', 'IH S T']","['SA', 'VVIEST']",13249
SAVVY,"['S AE', 'V IY']","['SA', 'VVY']",3140230
SAW,['S AO'],['SAW'],48544776
SAWATZKY,"['S AH', 'W AA T S', 'K IY']","['SA', 'WATZKY']",25750
SAWAYA,"['S AO', 'W AA', 'Y AH']","['SA', 'WAYA']",37396
SAWCHUK,"['S AO', 'CH AH K']","['SAW', 'CHUK']",27807
SAWHILL,"['S AO', 'HH IH L']","['SA', 'WHILL']",20851
SAWICKI,"['S AO', 'IH T S', 'K IY']","['SA', 'WI', 'CKI']",56447
SAWS,['S AO Z'],['SAWS'],2025375
SAWTELLE,"['S AO', 'T EH L']","['SAW', 'TE', 'LLE']",36265
SAX,['S AE K S'],['SAX'],2819089
SAXE,['S AE K S'],['SAXE'],205816
SAXENA,"['S AE', 'K S IH', 'N AH']","['SA', 'XE', 'NA']",154952
SAXON,"['S AE', 'K S AH N']","['SA', 'XON']",2118651
SAXONS,"['S AE', 'K S AH N Z']","['SA', 'XONS']",258340
SAXONY,"['S AE', 'K S AH', 'N IY']","['SA', 'XO', 'NY']",567081
SAXOPHONE,"['S AE', 'K S AH', 'F OW N']","['SA', 'XO', 'PHONE']",2130007
SAXOPHONES,"['S AE', 'K S AH', 'F OW N Z']","['SA', 'XO', 'PHO', 'NES']",279734
SAXOPHONIST,"['S AE', 'K S AH', 'F OW', 'N IH S T']","['SA', 'XO', 'PHO', 'NIST']",287729
SAY,['S EY'],['SAY'],156845267
SAYE,['S EY'],['SAYE'],53611
SAYEGH,"['S EY', 'IH G']","['SAY', 'EGH']",29445
SAYINGS,"['S EY', 'IH NG Z']","['SAY', 'INGS']",1433495
SAYLE,['S EY L'],['SAYLE'],133724
SAYLER,"['S EY', 'L ER']","['SAY', 'LER']",42219
SAYRE,['S EH R'],['SAYRE'],369315
SAYS,['S EH Z'],['SAYS'],103697915
SAYYID,"['S AY', 'IH D']",['SAYYID'],124975
SBARRO,"['S B AA R', 'OW']","['SBAR', 'RO']",60738
SCAB,['S K AE B'],['SCAB'],327970
SCABBARD,"['S K AE', 'B ER D']","['SCA', 'BBARD']",219841
SCABS,['S K AE B Z'],['SCABS'],122925
SCAD,['S K AE D'],['SCAD'],143627
SCADS,['S K AE D Z'],['SCADS'],49595
SCAFFOLD,"['S K AE', 'F AH L D']","['SCA', 'FFOLD']",693175
SCAFFOLDING,"['S K AE', 'F AH L', 'D IH NG']","['SCA', 'FFOL', 'DING']",761062
SCAFFOLDS,"['S K AE', 'F AH L D Z']","['SCA', 'FFOLDS']",222169
SCAGGS,['S K AE G Z'],['SCAGGS'],82907
SCAGLIONE,"['S K AE', 'G L IY', 'OW', 'N IY']","['SCA', 'GLIO', 'NE']",38086
SCAHILL,"['S K EY', 'HH IH L']","['SCA', 'HILL']",33134
SCAIFE,['S K EY F'],['SCAIFE'],108497
SCALA,"['S K AA', 'L AH']","['SCA', 'LA']",1093246
SCALABLE,"['S K EY', 'L AH', 'B AH L']","['SCA', 'LA', 'BLE']",3084063
SCALAR,"['S K EY', 'L ER']","['SCA', 'LAR']",2933537
SCALD,['S K AO L D'],['SCALD'],101839
SCALDED,"['S K AO L', 'D IH D']","['SCAL', 'DED']",69445
SCALDING,"['S K AO L', 'D IH NG']","['SCAL', 'DING']",125392
SCALDS,['S K AO L D Z'],['SCALDS'],40140
SCALE,['S K EY L'],['SCALE'],46307526
SCALED,['S K EY L D'],"['SCA', 'LED']",2786253
SCALES,['S K EY L Z'],"['SCA', 'LES']",9162147
SCALF,['S K AE L F'],['SCALF'],22288
SCALI,"['S K AA', 'L IY']","['SCA', 'LI']",55879
SCALIA,"['S K AA', 'L IY', 'AH']","['SCA', 'LIA']",682427
SCALING,"['S K EY', 'L IH NG']","['SCA', 'LING']",3780114
SCALISE,"['S K AA', 'L AY Z']","['SCA', 'LISE']",46605
SCALLAN,"['S K AE', 'L AH N']","['SCA', 'LLAN']",14158
SCALLION,"['S K AE', 'L Y AH N']","['SCA', 'LLION']",96478
SCALLIONS,"['S K AE', 'L Y AH N Z']","['SCA', 'LLIONS']",201190
SCALLOP,"['S K AE', 'L AH P']","['SCA', 'LLOP']",459709
SCALLOPED,"['S K AA', 'L AH P T']","['SCA', 'LLO', 'PED']",494577
SCALLOPS,"['S K AE', 'L AH P S']","['SCA', 'LLOPS']",686087
SCALLY,"['S K AE', 'L IY']","['SCA', 'LLY']",61931
SCALP,['S K AE L P'],['SCALP'],1356840
SCALPED,['S K AE L P T'],"['SCAL', 'PED']",45707
SCALPEL,"['S K AE L', 'P AH L']","['SCAL', 'PEL']",268971
SCALPELS,"['S K AE L', 'P AH L Z']","['SCAL', 'PELS']",54586
SCALPER,"['S K AE L', 'P ER']","['SCAL', 'PER']",223817
SCALPERS,"['S K AE L', 'P ER Z']","['SCAL', 'PERS']",103471
SCALPING,"['S K AE L', 'P IH NG']","['SCAL', 'PING']",165238
SCALPS,['S K AE L P S'],['SCALPS'],71257
SCALZI,"['S K AA L', 'Z IY']","['SCAL', 'ZI']",96790
SCALZO,"['S K AA L', 'Z OW']","['SCAL', 'ZO']",32141
SCAM,['S K AE M'],['SCAM'],4311808
SCAMMED,['S K AE M D'],"['SCA', 'MMED']",232271
SCAMMELL,"['S K AE', 'M AH L']","['SCA', 'MMELL']",39737
SCAMMER,"['S K AE', 'M ER']","['SCA', 'MMER']",174456
SCAMMERS,"['S K AE', 'M ER Z']","['SCA', 'MMERS']",284815
SCAMMON,"['S K AE', 'M AH N']","['SCA', 'MMON']",35170
SCAMPERED,"['S K AE M', 'P ER D']","['SCAM', 'PE', 'RED']",57104
SCAMPERING,"['S K AE M', 'P ER', 'IH NG']","['SCAM', 'PER', 'ING']",45329
SCAMS,['S K AE M Z'],['SCAMS'],2662588
SCAN,['S K AE N'],['SCAN'],18173060
SCANDALOUS,"['S K AE N', 'D AH', 'L AH S']","['SCAN', 'DA', 'LOUS']",474263
SCANDALS,"['S K AE N', 'D AH L Z']","['SCAN', 'DALS']",1170051
SCANDINAVIANS,"['S K AE N', 'D IH', 'N EY', 'V IY', 'AH N Z']","['SCAN', 'DI', 'NA', 'VIANS']",77287
SCANIA,"['S K AA', 'N IY', 'AH']","['SCA', 'NIA']",260692
SCANNED,['S K AE N D'],"['SCA', 'NNED']",5360194
SCANNELL,"['S K AE', 'N AH L']","['SCA', 'NNELL']",73670
SCANNER,"['S K AE', 'N ER']","['SCA', 'NNER']",12375659
SCANNERS,"['S K AE', 'N ER Z']","['SCA', 'NNERS']",9520219
SCANNING,"['S K AE', 'N IH NG']","['SCA', 'NNING']",8049759
SCANS,['S K AE N Z'],['SCANS'],3877627
SCANT,['S K AE N T'],['SCANT'],543285
SCAPA,"['S K AA', 'P AH']","['SCA', 'PA']",113533
SCAPE,['S K EY P'],['SCAPE'],358228
SCAPEGOAT,"['S K EY', 'P G OW T']","['SCA', 'PE', 'GOAT']",350164
