Word,Pronunciation,Syllables,Frequency
SENATOR,"['S EH', 'N AH', 'T ER']","['SEN', 'A', 'TOR']",15023107
SENATORIAL,"['S EH', 'N AH', 'T AO', 'R IY', 'AH L']","['SEN', 'A', 'TO', 'RI', 'AL']",320903
SEND,['S EH N D'],['SEND'],274103587
SENDING,"['S EH N', 'D IH NG']","['SEND', 'ING']",20622624
SENECA,"['S EH', 'N AH', 'K AH']","['SEN', 'E', 'CA']",1960810
SENEGAL,"['S EH', 'N AH', 'G AO L']","['SEN', 'E', 'GAL']",5881287
SENEGAMBIA,"['S EH', 'N AH', 'G AE M', 'B IY', 'AH']","['SEN', 'E', 'GAM', 'BI', 'A']",13311
SENESCENCE,"['S AH', 'N EH', 'S AH N S']","['SE', 'NES', 'CENCE']",210836
SENILE,"['S IY', 'N AY L']","['SE', 'NILE']",245190
SENILITY,"['S AH', 'N IH', 'L AH', 'T IY']","['SE', 'NIL', 'I', 'TY']",89711
SENIOR,"['S IY', 'N Y ER']","['SEN', 'IOR']",56934903
SENIORITY,"['S IY', 'N Y AO', 'R IH', 'T IY']","['SEN', 'IOR', 'I', 'TY']",1014348
SENNA,"['S EH', 'N AH']","['SE', 'NNA']",431701
SENNETT,"['S EH', 'N IH T']","['SE', 'NNETT']",83615
SENOR,"['S IY', 'N Y AO R']","['SE', 'NOR']",352047
SENSATION,"['S EH N', 'S EY', 'SH AH N']","['SEN', 'SA', 'TION']",3346679
SENSATIONAL,"['S EH N', 'S EY', 'SH AH', 'N AH L']","['SEN', 'SA', 'TIO', 'NAL']",1202129
SENSATIONALISM,"['S EH N', 'S EY', 'SH AH', 'N AH', 'L IH', 'Z AH M']","['SEN', 'SA', 'TION', 'A', 'LISM']",112346
SENSE,['S EH N S'],['SENSE'],52629633
SENSIBILITY,"['S EH N', 'S IH', 'B IH', 'L IH', 'T IY']","['SEN', 'SI', 'BIL', 'I', 'TY']",1001279
SENSIBLE,"['S EH N', 'S AH', 'B AH L']","['SEN', 'SI', 'BLE']",3503935
SENSIBLY,"['S EH N', 'S AH', 'B L IY']","['SEN', 'SI', 'BLY']",401113
SENSING,"['S EH N', 'S IH NG']","['SENS', 'ING']",4619533
SENSITIVE,"['S EH N', 'S AH', 'T IH V']","['SEN', 'SI', 'TIVE']",18984710
SENSITIVELY,"['S EH N', 'S IH', 'T IH', 'V L IY']","['SEN', 'SI', 'TIVE', 'LY']",213841
SENSITIVENESS,"['S EH N', 'S AH', 'T IH V', 'N AH S']","['SEN', 'SI', 'TIVE', 'NESS']",48219
SENSITIVITY,"['S EH N', 'S IH', 'T IH', 'V IH', 'T IY']","['SEN', 'SI', 'TIV', 'I', 'TY']",9431504
SENSITIZE,"['S EH N', 'S AH', 'T AY Z']","['SEN', 'SI', 'TIZE']",94281
SENSITIZED,"['S EH N', 'S AH', 'T AY Z D']","['SEN', 'SI', 'TIZED']",228582
SENSOR,"['S EH N', 'S ER']","['SEN', 'SOR']",13759334
SENSORY,"['S EH N', 'S ER', 'IY']","['SEN', 'SO', 'RY']",3394914
SENSUAL,"['S EH N', 'SH AH', 'W AH L']","['SEN', 'SU', 'AL']",2121425
SENSUALITY,"['S EH N', 'SH UW', 'AE', 'L AH', 'T IY']","['SEN', 'SU', 'AL', 'I', 'TY']",444260
SENSUOUS,"['S EH N', 'SH AH', 'W AH S']","['SEN', 'SU', 'OUS']",443972
SENT,['S EH N T'],['SENT'],68854520
SENTENCE,"['S EH N', 'T AH N S']","['SEN', 'TENCE']",14359872
SENTENCED,"['S EH N', 'T AH N S T']","['SEN', 'TENCED']",3273030
SENTENCING,"['S EH N', 'T AH N', 'S IH NG']","['SEN', 'TENC', 'ING']",2985420
SENTIMENT,"['S EH N', 'T AH', 'M AH N T']","['SEN', 'TI', 'MENT']",2460011
SENTIMENTAL,"['S EH N', 'T AH', 'M EH N', 'T AH L']","['SEN', 'TI', 'MEN', 'TAL']",1113911
SENTIMENTALITY,"['S EH N', 'T AH', 'M EH N', 'T AE', 'L IH', 'T IY']","['SEN', 'TI', 'MEN', 'TAL', 'I', 'TY']",175256
SENTINEL,"['S EH N', 'T AH', 'N AH L']","['SEN', 'TI', 'NEL']",3721697
SEOUL,['S OW L'],"['SE', 'OUL']",3297895
SEP,['S EH P'],['SEP'],107145206
SEPARATE,"['S EH', 'P ER', 'EY T']","['SEP', 'A', 'RATE']",36138447
SEPARATED,"['S EH', 'P ER', 'EY', 'T IH D']","['SEP', 'A', 'RAT', 'ED']",9752054
SEPARATELY,"['S EH', 'P ER', 'AH', 'T L IY']","['SEP', 'A', 'RATE', 'LY']",9199179
SEPARATENESS,"['S EH', 'P ER', 'AH T', 'N AH S']","['SEP', 'A', 'RATE', 'NESS']",79309
SEPARATES,"['S EH', 'P ER', 'EY T S']","['SEP', 'A', 'RATES']",2177004
SEPARATING,"['S EH', 'P ER', 'EY', 'T IH NG']","['SEP', 'A', 'RAT', 'ING']",2141749
SEPARATION,"['S EH', 'P ER', 'EY', 'SH AH N']","['SEP', 'A', 'RA', 'TION']",9895531
SEPARATISM,"['S EH', 'P ER', 'AH', 'T IH', 'Z AH M']","['SEP', 'A', 'RA', 'TISM']",152508
SEPARATIST,"['S EH', 'P ER', 'AH', 'T IH S T']","['SEP', 'A', 'RA', 'TIST']",446141
SEPARATOR,"['S EH', 'P AH', 'R EY', 'T ER']","['SEP', 'A', 'RA', 'TOR']",1955991
SEPHARDIC,"['S AH', 'F AA R', 'D IH K']","['SE', 'PHAR', 'DIC']",163039
SEPHARDIM,"['S IH', 'F AA R', 'D IH M']","['SE', 'PHAR', 'DIM']",46769
SEPIA,"['S IY', 'P IY', 'AH']","['SE', 'PI', 'A']",741438
SEPT,['S EH P T'],['SEPT'],9540361
SEPTA,"['S EH P', 'T AH']","['SEP', 'TA']",203819
SEPTEMBER,"['S EH P', 'T EH M', 'B ER']","['SEP', 'TEM', 'BER']",157182255
SEPTUAGENARIAN,"['S EH P', 'CH UW', 'AH', 'JH AH', 'N EH', 'R IY', 'AH N']","['SEP', 'TU', 'A', 'GE', 'NAR', 'I', 'AN']",19431
SEQUEL,"['S IY', 'K W AH L']","['SE', 'QUEL']",3276371
SEQUENCE,"['S IY', 'K W AH N S']","['SE', 'QUENCE']",35643482
SEQUENT,"['S IY', 'K W AH N T']","['SE', 'QUENT']",253753
SEQUENTIAL,"['S AH', 'K W EH N', 'SH AH L']","['SE', 'QUEN', 'TIAL']",3289630
SEQUENTIALLY,"['S AH', 'K W EH N', 'SH AH', 'L IY']","['SE', 'QUEN', 'TIA', 'LLY']",829930
SEQUESTER,"['S IH', 'K W EH', 'S T ER']","['SE', 'QUES', 'TER']",77544
SEQUESTERED,"['S IH', 'K W EH', 'S T ER D']","['SE', 'QUES', 'TERED']",161510
SEQUESTRATION,"['S EH', 'K W AH', 'S T R EY', 'SH AH N']","['SE', 'QUES', 'TRA', 'TION']",557860
SEQUIN,"['S IY', 'K W AH N']","['SE', 'QUIN']",771263
SEQUINED,"['S IY', 'K W AH N D']","['SE', 'QUINED']",246925
SEQUOIA,"['S IH', 'K W OY', 'AH']","['SE', 'QUOI', 'A']",1137652
SEQUOYAH,"['S AH', 'K W OY', 'AH']","['SE', 'QUOY', 'AH']",140820
SERA,"['S IH', 'R AH']","['SE', 'RA']",1496043
SERAFIN,"['S EH', 'R AH', 'F IH N']","['SE', 'RA', 'FIN']",75341
SERAPHIM,"['S ER', 'AA', 'F IY M']","['SER', 'A', 'PHIM']",370887
SERB,['S ER B'],['SERB'],925437
SERBIA,"['S ER', 'B IY', 'AH']","['SER', 'BI', 'A']",5759300
SERBIAN,"['S ER', 'B IY', 'AH N']","['SER', 'BI', 'AN']",2850762
SERE,['S IH R'],['SERE'],88718
SERENA,"['S AH', 'R IY', 'N AH']","['SE', 'RE', 'NA']",2339369
SERENADE,"['S EH', 'R AH', 'N EY D']","['SER', 'E', 'NADE']",745115
SERENADED,"['S EH', 'R AH', 'N EY', 'D IH D']","['SER', 'E', 'NAD', 'ED']",43495
SERENADING,"['S EH', 'R AH', 'N EY', 'D IH NG']","['SER', 'E', 'NAD', 'ING']",24964
SERENDIPITY,"['S EH', 'R AH N', 'D IH', 'P IH', 'T IY']","['SER', 'EN', 'DIP', 'I', 'TY']",830226
SERENE,"['S ER', 'IY N']","['SE', 'RENE']",1185408
SERENELY,"['S ER', 'IY', 'N AH', 'L IY']","['SE', 'RENE', 'LY']",89976
SERENITY,"['S ER', 'EH', 'N AH', 'T IY']","['SE', 'REN', 'I', 'TY']",3139273
SERF,['S ER F'],['SERF'],153620
SERGE,['S ER JH'],"['SER', 'GE']",1283914
SERGEANT,"['S AA R', 'JH AH N T']","['SER', 'GEANT']",3154308
SERIAL,"['S IH', 'R IY', 'AH L']","['SE', 'RI', 'AL']",26488381
SERIALIZE,"['S IH', 'R IY', 'AH', 'L AY Z']","['SE', 'RI', 'A', 'LIZE']",303385
SERIALIZED,"['S IH', 'R IY', 'AH', 'L AY Z D']","['SE', 'RI', 'AL', 'IZED']",728699
SERIES,"['S IH', 'R IY Z']","['SE', 'RIES']",161518557
SERIOUS,"['S IH', 'R IY', 'AH S']","['SE', 'RI', 'OUS']",38316678
SERIOUSLY,"['S IH', 'R IY', 'AH', 'S L IY']","['SE', 'RI', 'OUS', 'LY']",14915797
SERIOUSNESS,"['S IH', 'R IY', 'AH', 'S N AH S']","['SE', 'RI', 'OUS', 'NESS']",1142658
SERMON,"['S ER', 'M AH N']","['SER', 'MON']",2693657
SEROLOGY,"['S EH', 'R AA', 'L AH', 'JH IY']","['SE', 'ROL', 'O', 'GY']",205077
SEROTONIN,"['S ER', 'AH', 'T OW', 'N IH N']","['SER', 'O', 'TO', 'NIN']",1304253
SERPENT,"['S ER', 'P AH N T']","['SER', 'PENT']",1648778
SERPENTINE,"['S ER', 'P AH N', 'T AY N']","['SER', 'PEN', 'TINE']",664938
SERRATE,"['S EH', 'R EY T']","['SERR', 'ATE']",44979
SERRATED,"['S EH', 'R EY', 'T IH D']","['SERR', 'AT', 'ED']",431802
SERUM,"['S IH', 'R AH M']","['SE', 'RUM']",5854942
SERV,['S ER V'],['SERV'],2219850
SERVE,['S ER V'],['SERVE'],36697856
SERVER,"['S ER', 'V ER']","['SER', 'VER']",153788544
SERVICE,"['S ER', 'V AH S']","['SER', 'VICE']",519537222
SERVICEABLE,"['S ER', 'V AH', 'S AH', 'B AH L']","['SER', 'VICE', 'A', 'BLE']",410861
SERVICEMAN,"['S ER', 'V AH', 'S M AE N']","['SER', 'VICE', 'MAN']",129510
SERVICES,"['S ER', 'V AH', 'S AH Z']","['SER', 'VIC', 'ES']",562206804
SERVICING,"['S ER', 'V IH', 'S IH NG']","['SERV', 'IC', 'ING']",4170827
SERVILE,"['S ER', 'V IH L']","['SER', 'VILE']",140819
SERVILITY,"['S ER', 'V IH', 'L AH', 'T IY']","['SER', 'VIL', 'I', 'TY']",32408
SERVING,"['S ER', 'V IH NG']","['SERV', 'ING']",29916558
SERVITUDE,"['S ER', 'V AH', 'T UW D']","['SER', 'VI', 'TUDE']",394391
SERVO,"['S ER', 'V OW']","['SER', 'VO']",1581719
SESAME,"['S EH', 'S AH', 'M IY']","['SES', 'A', 'ME']",2932722
SESSION,"['S EH', 'SH AH N']","['SE', 'SSION']",55143498
SESSIONS,"['S EH', 'SH AH N Z']","['SE', 'SSIONS']",21505885
SET,['S EH T'],['SET'],313469591
SETH,['S EH TH'],['SETH'],4161544
SETON,"['S IY', 'T AH N']","['SE', 'TON']",1136773
SETTER,"['S EH', 'T ER']","['SE', 'TTER']",1180860
SETTING,"['S EH', 'T IH NG']","['SE', 'TTING']",46347305
SETTLE,"['S EH', 'T AH L']","['SE', 'TTLE']",6326394
SETTLEMENT,"['S EH', 'T AH L', 'M AH N T']","['SE', 'TTLE', 'MENT']",17476171
SETTLER,"['S EH', 'T AH', 'L ER']","['SE', 'TTLER']",561352
SETTLING,"['S EH', 'T AH', 'L IH NG']","['SE', 'TTLING']",2277106
SETUP,"['S EH', 'T AH P']","['SET', 'UP']",23534848
SEUSS,['S UW S'],['SEUSS'],1112091
SEVASTOPOL,"['S EH', 'V AH', 'S T AO', 'P AH L']","['SE', 'VAS', 'TO', 'POL']",204972
SEVEN,"['S EH', 'V AH N']","['SE', 'VEN']",44224906
SEVENFOLD,"['S EH', 'V AH N', 'F OW L D']","['SEV', 'EN', 'FOLD']",1123401
SEVENS,"['S EH', 'V AH N Z']","['SEV', 'ENS']",423530
SEVENTEEN,"['S EH', 'V AH N', 'T IY N']","['SEV', 'EN', 'TEEN']",2168961
SEVENTEENTH,"['S EH', 'V AH N', 'T IY N TH']","['SEV', 'EN', 'TEENTH']",976269
SEVENTH,"['S EH', 'V AH N TH']","['SEV', 'ENTH']",7351731
SEVENTIETH,"['S EH', 'V AH N', 'T IY', 'IH TH']","['SEV', 'EN', 'TI', 'ETH']",44998
SEVENTY,"['S EH', 'V AH N', 'T IY']","['SEV', 'EN', 'TY']",2611424
SEVER,"['S EH', 'V ER']","['SE', 'VER']",686306
SEVERAL,"['S EH', 'V ER', 'AH L']","['SEV', 'ER', 'AL']",107589584
SEVERALLY,"['S EH', 'V R AH', 'L IY']","['SEV', 'ER', 'A', 'LLY']",278937
SEVERANCE,"['S EH', 'V ER', 'AH N S']","['SEV', 'ER', 'ANCE']",1254666
SEVERE,"['S AH', 'V IH R']","['SE', 'VERE']",18137877
SEVERELY,"['S AH', 'V IH R', 'L IY']","['SE', 'VERE', 'LY']",3985192
SEVERER,"['S EH', 'V IH', 'R ER']","['SE', 'VER', 'ER']",22321
SEVEREST,"['S AH', 'V IH', 'R AH S T']","['SE', 'VER', 'EST']",76341
SEVERINI,"['S EH', 'V ER', 'IY', 'N IY']","['SE', 'VE', 'RI', 'NI']",20999
SEVERITY,"['S IH', 'V EH', 'R IH', 'T IY']","['SE', 'VER', 'I', 'TY']",5047284
SEVERN,"['S EH', 'V ER N']","['SEV', 'ERN']",877964
SEVILLE,"['S AH', 'V IH L']","['SE', 'VILLE']",1773594
SEW,['S OW'],['SEW'],1756454
SEWAGE,"['S UW', 'AH JH']","['SE', 'WAGE']",3345305
SEWER,"['S UW', 'ER']","['SE', 'WER']",5008805
SEWERAGE,"['S UW', 'ER', 'IH JH']","['SEW', 'ER', 'AGE']",894074
SEWING,"['S OW', 'IH NG']","['SEW', 'ING']",6301885
SEWN,['S OW N'],['SEWN'],1121181
SEX,['S EH K S'],['SEX'],320105999
SEXED,['S EH K S T'],['SEXED'],155161
SEXIER,"['S EH K', 'S IY', 'ER']","['SEX', 'I', 'ER']",202190
SEXIEST,"['S EH K', 'S IY', 'AH S T']","['SEX', 'I', 'EST']",920089
SEXINESS,"['S EH K', 'S IY', 'N AH S']","['SEX', 'I', 'NESS']",90764
SEXISM,"['S EH K', 'S IH', 'Z AH M']","['SE', 'XISM']",463602
SEXIST,"['S EH K', 'S IH S T']","['SE', 'XIST']",561675
SEXTET,"['S EH K', 'S T EH T']","['SEX', 'TET']",268708
SEXTUS,"['S EH K', 'S T AH S']","['SEX', 'TUS']",48911
SEXUAL,"['S EH K', 'SH UW', 'AH L']","['SEX', 'U', 'AL']",33595660
SEXUALITY,"['S EH K', 'SH UW', 'AE', 'L AH', 'T IY']","['SEX', 'U', 'AL', 'I', 'TY']",5775359
SEXY,"['S EH K', 'S IY']","['SE', 'XY']",56756180
SEYCHELLES,"['S EY', 'SH EH L Z']","['SEY', 'CHELLES']",5012958
SEYMOUR,"['S IY', 'M AO R']","['SEY', 'MOUR']",2902995
SFORZA,"['S F AO R', 'Z AH']","['SFOR', 'ZA']",85101
SHA,['SH AA'],['SHA'],3073678
SHABBY,"['SH AE', 'B IY']","['SHA', 'BBY']",1072916
SHACK,['SH AE K'],['SHACK'],2739743
SHACKLE,"['SH AE', 'K AH L']","['SHACK', 'LE']",296852
SHACKLETON,"['SH AE', 'K AH L', 'T AH N']","['SHACK', 'LE', 'TON']",325208
SHAD,['SH AE D'],['SHAD'],632614
SHADDOCK,"['SH AE', 'D AH K']","['SHA', 'DDOCK']",13959
SHADE,['SH EY D'],['SHADE'],6996835
SHADED,"['SH EY', 'D IH D']","['SHAD', 'ED']",1811288
SHADES,['SH EY D Z'],['SHADES'],5133522
SHADING,"['SH EY', 'D IH NG']","['SHAD', 'ING']",1123541
SHADOW,"['SH AE', 'D OW']","['SHAD', 'OW']",15221952
SHADOWED,"['SH AE', 'D OW D']","['SHAD', 'OWED']",383416
SHADOWLAND,"['SH AE', 'D OW', 'L AE N D']","['SHAD', 'OW', 'LAND']",42294
SHADOWY,"['SH AE', 'D OW', 'IY']","['SHAD', 'O', 'WY']",518730
SHADY,"['SH EY', 'D IY']","['SHA', 'DY']",2059463
SHAFT,['SH AE F T'],['SHAFT'],6431372
SHAFTING,"['SH AE F', 'T IH NG']","['SHAFT', 'ING']",52167
SHAG,['SH AE G'],['SHAG'],646319
SHAGGING,"['SH AE', 'G IH NG']","['SHA', 'GGING']",226486
SHAGGY,"['SH AE', 'G IY']","['SHA', 'GGY']",813846
SHAH,['SH AA'],['SHAH'],2455068
SHAKE,['SH EY K'],['SHAKE'],6839319
SHAKERS,"['SH EY', 'K ER Z']","['SHAK', 'ERS']",1477675
SHAKESPEARE,"['SH EY K', 'S P IY R']","['SHAKE', 'SPEARE']",8394310
SHAKESPEAREAN,"['SH EY K', 'S P IH', 'R IY', 'AH N']","['SHAKE', 'SPEAR', 'E', 'AN']",382939
SHAKIER,"['SH EY', 'K IY', 'ER']","['SHAK', 'I', 'ER']",13188
SHAKING,"['SH EY', 'K IH NG']","['SHAK', 'ING']",3005624
SHAKY,"['SH EY', 'K IY']","['SHA', 'KY']",766843
SHALE,['SH EY L'],['SHALE'],769742
SHALL,['SH AE L'],['SHALL'],191963867
SHALLOW,"['SH AE', 'L OW']","['SHA', 'LLOW']",4834372
SHALLOWNESS,"['SH AE', 'L OW', 'N AH S']","['SHA', 'LLOW', 'NESS']",67577
SHALOM,"['SH AH', 'L OW M']","['SHA', 'LOM']",911299
SHALT,['SH AE L T'],['SHALT'],1854326
SHAM,['SH AE M'],['SHAM'],1600637
SHAMANISM,"['SH EY', 'M AH', 'N IH Z M']","['SHA', 'MA', 'NISM']",430979
SHAMBLE,"['SH AE M', 'B AH L']","['SHAM', 'BLE']",18772
SHAMBLES,"['SH AE M', 'B AH L Z']","['SHAM', 'BLES']",398149
SHAME,['SH EY M'],['SHAME'],6785296
SHAMEFUL,"['SH EY M', 'F AH L']","['SHAME', 'FUL']",802660
SHAMELESSLY,"['SH EY', 'M L AH', 'S L IY']","['SHAME', 'LESS', 'LY']",259591
SHAMING,"['SH EY', 'M IH NG']","['SHAM', 'ING']",109635
SHAMPOO,"['SH AE M', 'P UW']","['SHAM', 'POO']",3404715
SHAMPOOED,"['SH AE M', 'P UW D']","['SHAM', 'POOED']",17166
SHAMUS,"['SH EY', 'M AH S']","['SHA', 'MUS']",88506
SHAN,['SH AE N'],['SHAN'],1236170
SHANDY,"['SH AE N', 'D IY']","['SHAN', 'DY']",276348
SHANGHAI,"['SH AE N G', 'HH AY']","['SHANG', 'HAI']",7850915
SHANK,['SH AE NG K'],['SHANK'],1311484
SHANKAR,"['SH AE N G', 'K AA R']","['SHAN', 'KAR']",635443
SHANNON,"['SH AE', 'N AH N']","['SHA', 'NNON']",6225567
SHANTI,"['SH AE N', 'T IY']","['SHAN', 'TI']",335530
SHANTY,"['SH AE N', 'T IY']","['SHAN', 'TY']",271114
SHANTYTOWN,"['SH AE N', 'T IY', 'T AW N']","['SHAN', 'TY', 'TOWN']",38946
SHAPE,['SH EY P'],['SHAPE'],25675227
SHAPED,['SH EY P T'],['SHAPED'],10717999
SHAPELY,"['SH EY', 'P L IY']","['SHAPE', 'LY']",233421
SHAPING,"['SH EY', 'P IH NG']","['SHAP', 'ING']",3573290
SHAPIRO,"['SH AH', 'P IH', 'R OW']","['SHA', 'PI', 'RO']",1909088
SHAPLEY,"['SH AE', 'P L IY']","['SHAP', 'LEY']",95108
SHARA,"['SH AA', 'R AH']","['SHA', 'RA']",100147
SHARD,['SH AA R D'],['SHARD'],287428
SHARE,['SH EH R'],['SHARE'],119294241
SHARECROPPER,"['SH EH R', 'K R AA', 'P ER']","['SHARE', 'CRO', 'PPER']",37807
SHAREHOLDER,"['SH EH R', 'HH OW L', 'D ER']","['SHARE', 'HOL', 'DER']",4193216
SHARER,"['SH EH', 'R ER']","['SHAR', 'ER']",118566
SHARI,"['SH AA', 'R IY']","['SHA', 'RI']",709021
SHARIA,"['SH AA', 'R IY', 'AH']","['SHA', 'RI', 'A']",350779
SHARIF,"['SH ER', 'IY F']","['SHA', 'RIF']",586651
SHARK,['SH AA R K'],['SHARK'],5904454
SHARLEEN,"['SH AA R', 'L IY N']","['SHAR', 'LEEN']",30361
SHARON,"['SH AE', 'R AH N']","['SHA', 'RON']",11410497
SHARP,['SH AA R P'],['SHARP'],24904199
SHARPEN,"['SH AA R', 'P AH N']","['SHAR', 'PEN']",776397
SHARPER,"['SH AA R', 'P ER']","['SHAR', 'PER']",1801890
SHARPIE,"['SH AA R', 'P IY']","['SHARP', 'IE']",323182
SHARPIES,"['SH AA R', 'P IY Z']","['SHARP', 'IES']",34238
SHARPLY,"['SH AA R', 'P L IY']","['SHARP', 'LY']",2470344
SHASTA,"['SH AE', 'S T AH']","['SHAS', 'TA']",1161985
SHATTER,"['SH AE', 'T ER']","['SHA', 'TTER']",537328
SHATTERPROOF,"['SH AE', 'T ER', 'P R UW F']","['SHA', 'TTER', 'PROOF']",70638
SHAUN,['SH AO N'],['SHAUN'],2299131
SHAVE,['SH EY V'],['SHAVE'],2580057
SHAVEN,"['SH EY', 'V AH N']","['SHA', 'VEN']",408061
SHAVING,"['SH EY', 'V IH NG']","['SHAV', 'ING']",2809902
SHAW,['SH AO'],['SHAW'],7250288
SHAWL,['SH AO L'],['SHAWL'],1011728
SHAWN,['SH AO N'],['SHAWN'],4642740
SHAY,['SH EY'],['SHAY'],811914
SHAYS,['SH EY Z'],['SHAYS'],227563
SHE,['SH IY'],['SHE'],339171382
SHEA,['SH EY'],"['SHE', 'A']",1986897
SHEAF,['SH IY F'],['SHEAF'],255879
SHEAR,['SH IH R'],['SHEAR'],2886210
SHEARED,['SH IH R D'],['SHEARED'],217649
SHEARER,"['SH IH', 'R ER']","['SHEAR', 'ER']",684835
SHEARING,"['SH IH', 'R IH NG']","['SHEAR', 'ING']",568179
SHEARS,['SH IY R Z'],['SHEARS'],846047
SHEATH,['SH IY TH'],['SHEATH'],1252872
SHEATHING,"['SH IY', 'DH IH NG']","['SHEATH', 'ING']",227338
SHEAVES,['SH IY V Z'],['SHEAVES'],221723
SHEBA,"['SH IY', 'B AH']","['SHE', 'BA']",372935
SHED,['SH EH D'],['SHED'],6720397
SHEDDING,"['SH EH', 'D IH NG']","['SHE', 'DDING']",1020506
SHEELER,"['SH IY', 'L ER']","['SHEE', 'LER']",55207
SHEEN,['SH IY N'],['SHEEN'],1124463
SHEEP,['SH IY P'],['SHEEP'],8962638
SHEEPISH,"['SH IY', 'P IH SH']","['SHEE', 'PISH']",148021
SHEEPISHLY,"['SH IY', 'P IH', 'SH L IY']","['SHEEP', 'ISH', 'LY']",116233
SHEER,['SH IH R'],['SHEER'],6684477
SHEET,['SH IY T'],['SHEET'],44295187
SHEETING,"['SH IY', 'T IH NG']","['SHEET', 'ING']",497248
SHEFFIELD,"['SH EH', 'F IY L D']","['SHE', 'FFIELD']",7065072
SHEIK,['SH IY K'],['SHEIK'],596893
SHEIKH,['SH IY K'],['SHEIKH'],2138230
SHEILA,"['SH IY', 'L AH']","['SHEI', 'LA']",3159681
SHEKEL,"['SH EH', 'K AH L']","['SHEK', 'EL']",789030
SHELBY,"['SH EH L', 'B IY']","['SHEL', 'BY']",3732559
SHELBYVILLE,"['SH EH L', 'B IY', 'V IH L']","['SHEL', 'BY', 'VILLE']",586790
SHELF,['SH EH L F'],['SHELF'],11287023
SHELL,['SH EH L'],['SHELL'],20599318
SHELLED,['SH EH L D'],['SHELLED'],386610
SHELLEY,"['SH EH', 'L IY']","['SHE', 'LLEY']",2646479
SHELLY,"['SH EH', 'L IY']","['SHE', 'LLY']",1455235
SHELTER,"['SH EH L', 'T ER']","['SHEL', 'TER']",9025308
SHELTON,"['SH EH L', 'T AH N']","['SHEL', 'TON']",1864801
SHELVE,['SH EH L V'],['SHELVE'],141404
SHELVES,['SH EH L V Z'],['SHELVES'],4560501
SHELVING,"['SH EH L', 'V IH NG']","['SHELV', 'ING']",1906815
SHEMA,"['SH IH', 'M AH']","['SHE', 'MA']",109616
SHENANDOAH,"['SH EH', 'N AH N', 'D OW', 'AH']","['SHEN', 'AN', 'DO', 'AH']",1235408
SHENYANG,"['SH EH', 'N Y AE NG']","['SHEN', 'YANG']",366746
SHEPARD,"['SH EH', 'P ER D']","['SHEP', 'ARD']",1461257
SHEPHERD,"['SH EH', 'P ER D']","['SHEP', 'HERD']",5167633
SHERARD,"['SH EH', 'R ER D']","['SHER', 'ARD']",27608
SHERATON,"['SH EH', 'R AH', 'T AH N']","['SHER', 'A', 'TON']",4509425
SHERBET,"['SH ER', 'B AH T']","['SHER', 'BET']",220980
SHERI,"['SH EH', 'R IY']","['SHER', 'I']",660693
SHERIDAN,"['SH EH', 'R IH', 'D AH N']","['SHER', 'I', 'DAN']",3138542
SHERIFF,"['SH EH', 'R AH F']","['SHER', 'IFF']",5758797
SHERLEY,"['SH ER', 'L IY']","['SHER', 'LEY']",20436
SHERLOCK,"['SH ER', 'L AA K']","['SHER', 'LOCK']",1450489
SHERMAN,"['SH ER', 'M AH N']","['SHER', 'MAN']",5503313
SHERRIE,"['SH EH', 'R IY']","['SHERR', 'IE']",222268
SHERRILL,"['SH EH', 'R IH L']","['SHERR', 'ILL']",353262
SHERRY,"['SH EH', 'R IY']","['SHERR', 'Y']",2407286
SHERWOOD,"['SH ER', 'W UH D']","['SHER', 'WOOD']",2501437
SHETLAND,"['SH EH', 'T L AH N D']","['SHET', 'LAND']",1317849
SHEW,['SH UW'],['SHEW'],409117
SHIAH,"['SH IY', 'AH']","['SHI', 'AH']",13916
SHIBBOLETH,"['SH IH', 'B AH', 'L EH TH']","['SHI', 'BBO', 'LETH']",154962
SHIED,['SH AY D'],['SHIED'],103457
SHIEL,['SH IY L'],['SHIEL'],82165
SHIELD,['SH IY L D'],['SHIELD'],9374574
SHIER,"['SH AY', 'ER']","['SHI', 'ER']",43728
SHIFT,['SH IH F T'],['SHIFT'],19811555
SHIFTY,"['SH IH F', 'T IY']","['SHIF', 'TY']",205583
SHIITE,"['SH IY', 'AY T']","['SHI', 'ITE']",760385
SHILL,['SH IH L'],['SHILL'],163716
SHILLING,"['SH IH', 'L IH NG']","['SHI', 'LLING']",1660040
SHILLINGTON,"['SH IH', 'L IH N G', 'T AH N']","['SHI', 'LLING', 'TON']",75556
SHILOH,"['SH AY', 'L OW']","['SHI', 'LOH']",739060
SHIM,['SH IH M'],['SHIM'],469167
SHIMMER,"['SH IH', 'M ER']","['SHI', 'MMER']",645534
SHIMMY,"['SH IH', 'M IY']","['SHI', 'MMY']",188186
SHIN,['SH IH N'],['SHIN'],2288964
SHINE,['SH AY N'],['SHINE'],5881862
SHINER,"['SH AY', 'N ER']","['SHI', 'NER']",345282
SHINGLE,"['SH IH N G', 'G AH L']","['SHIN', 'GLE']",641972
SHINGLER,"['SH IH N G', 'L ER']","['SHIN', 'GLER']",16270
SHINGLES,"['SH IH N G', 'G AH L Z']","['SHIN', 'GLES']",929355
SHINING,"['SH AY', 'N IH NG']","['SHIN', 'ING']",3592416
SHINTO,"['SH IH N', 'T OW']","['SHIN', 'TO']",264912
SHINY,"['SH AY', 'N IY']","['SHI', 'NY']",3192674
